trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,timepoint
392_15,8:48:00,8:48:00,PHX19,1,STOP: PHX19,1,1,0
392_15,10:16:00,10:16:00,TUS18,2,STOP: TUS18,1,2,1
392_16,9:00:00,9:00:00,PHX19,1,STOP: PHX19,1,1,1
392_16,10:28:00,10:28:00,TUS18,2,STOP: TUS18,1,0,1
405_1,6:00:00,6:00:00,PHX20,1,STOP: PHX20,3,2,0
405_1,7:08:00,7:08:00,TUS9,2,STOP: TUS9,3,2,0
405_2,6:15:00,6:15:00,PHX20,1,STOP: PHX20,2,1,0
405_2,7:23:00,7:23:00,TUS9,2,STOP: TUS9,0,1,1
405_3,6:30:00,6:30:00,PHX20,1,STOP: PHX20,1,1,1
405_3,7:38:00,7:38:00,TUS9,2,STOP: TUS9,3,2,1
405_4,6:45:00,6:45:00,PHX20,1,STOP: PHX20,1,1,0
405_4,7:53:00,7:53:00,TUS9,2,STOP: TUS9,0,1,0
405_5,7:00:00,7:00:00,PHX20,1,STOP: PHX20,3,1,0
405_5,8:08:00,8:08:00,TUS9,2,STOP: TUS9,1,2,0
405_6,7:15:00,7:15:00,PHX20,1,STOP: PHX20,2,2,0
405_6,8:23:00,8:23:00,TUS9,2,STOP: TUS9,1,2,1
405_7,7:30:00,7:30:00,PHX20,1,STOP: PHX20,1,3,0
405_7,8:38:00,8:38:00,TUS9,2,STOP: TUS9,1,3,1
405_8,7:45:00,7:45:00,PHX20,1,STOP: PHX20,1,2,1
405_8,8:53:00,8:53:00,TUS9,2,STOP: TUS9,3,2,1
405_9,8:00:00,8:00:00,PHX20,1,STOP: PHX20,1,0,1
405_9,9:08:00,9:08:00,TUS9,2,STOP: TUS9,2,1,1
405_10,8:15:00,8:15:00,PHX20,1,STOP: PHX20,2,3,1
405_10,9:23:00,9:23:00,TUS9,2,STOP: TUS9,2,0,0
405_11,8:30:00,8:30:00,PHX20,1,STOP: PHX20,2,0,0
405_11,9:38:00,9:38:00,TUS9,2,STOP: TUS9,2,1,1
405_12,8:45:00,8:45:00,PHX20,1,STOP: PHX20,1,0,0
405_12,9:53:00,9:53:00,TUS9,2,STOP: TUS9,3,0,1
405_13,9:00:00,9:00:00,PHX20,1,STOP: PHX20,1,0,1
405_13,10:08:00,10:08:00,TUS9,2,STOP: TUS9,3,1,0
427_1,6:00:00,6:00:00,PHX21,1,STOP: PHX21,0,1,1
427_1,7:18:00,7:18:00,TUS9,2,STOP: TUS9,2,2,1
427_2,6:15:00,6:15:00,PHX21,1,STOP: PHX21,2,1,0
427_2,7:33:00,7:33:00,TUS9,2,STOP: TUS9,1,2,1
427_3,6:30:00,6:30:00,PHX21,1,STOP: PHX21,2,0,1
427_3,7:48:00,7:48:00,TUS9,2,STOP: TUS9,1,2,0
427_4,6:45:00,6:45:00,PHX21,1,STOP: PHX21,2,0,0
427_4,8:03:00,8:03:00,TUS9,2,STOP: TUS9,1,2,0
427_5,7:00:00,7:00:00,PHX21,1,STOP: PHX21,1,3,0
427_5,8:18:00,8:18:00,TUS9,2,STOP: TUS9,0,2,0
427_6,7:15:00,7:15:00,PHX21,1,STOP: PHX21,1,1,1
427_6,8:33:00,8:33:00,TUS9,2,STOP: TUS9,2,2,1
427_7,7:30:00,7:30:00,PHX21,1,STOP: PHX21,2,3,1
427_7,8:48:00,8:48:00,TUS9,2,STOP: TUS9,0,1,1
427_8,7:45:00,7:45:00,PHX21,1,STOP: PHX21,3,3,0
427_8,9:03:00,9:03:00,TUS9,2,STOP: TUS9,0,3,1
427_9,8:00:00,8:00:00,PHX21,1,STOP: PHX21,1,3,0
427_9,9:18:00,9:18:00,TUS9,2,STOP: TUS9,3,3,0
427_10,8:15:00,8:15:00,PHX21,1,STOP: PHX21,2,3,0
427_10,9:33:00,9:33:00,TUS9,2,STOP: TUS9,2,2,1
427_11,8:30:00,8:30:00,PHX21,1,STOP: PHX21,2,2,0
427_11,9:48:00,9:48:00,TUS9,2,STOP: TUS9,3,1,0
427_12,8:45:00,8:45:00,PHX21,1,STOP: PHX21,1,3,0
427_12,10:03:00,10:03:00,TUS9,2,STOP: TUS9,0,3,0
427_13,9:00:00,9:00:00,PHX21,1,STOP: PHX21,2,2,0
427_13,10:18:00,10:18:00,TUS9,2,STOP: TUS9,0,2,0
430_1,6:00:00,6:00:00,PHX21,1,STOP: PHX21,2,1,1
430_1,7:06:00,7:06:00,TUS12,2,STOP: TUS12,0,1,0
430_2,6:15:00,6:15:00,PHX21,1,STOP: PHX21,0,0,1
430_2,7:21:00,7:21:00,TUS12,2,STOP: TUS12,0,1,0
430_3,6:30:00,6:30:00,PHX21,1,STOP: PHX21,0,2,1
430_3,7:36:00,7:36:00,TUS12,2,STOP: TUS12,3,2,0
430_4,6:45:00,6:45:00,PHX21,1,STOP: PHX21,1,2,0
430_4,7:51:00,7:51:00,TUS12,2,STOP: TUS12,2,3,0
430_5,7:00:00,7:00:00,PHX21,1,STOP: PHX21,1,2,0
430_5,8:06:00,8:06:00,TUS12,2,STOP: TUS12,1,0,0
430_6,7:15:00,7:15:00,PHX21,1,STOP: PHX21,1,2,0
430_6,8:21:00,8:21:00,TUS12,2,STOP: TUS12,2,2,1
430_7,7:30:00,7:30:00,PHX21,1,STOP: PHX21,2,1,1
430_7,8:36:00,8:36:00,TUS12,2,STOP: TUS12,0,3,0
430_8,7:45:00,7:45:00,PHX21,1,STOP: PHX21,3,2,1
430_8,8:51:00,8:51:00,TUS12,2,STOP: TUS12,3,1,0
430_9,8:00:00,8:00:00,PHX21,1,STOP: PHX21,1,1,1
430_9,9:06:00,9:06:00,TUS12,2,STOP: TUS12,1,1,1
430_10,8:15:00,8:15:00,PHX21,1,STOP: PHX21,1,0,1
430_10,9:21:00,9:21:00,TUS12,2,STOP: TUS12,2,3,0
430_11,8:30:00,8:30:00,PHX21,1,STOP: PHX21,2,0,1
430_11,9:36:00,9:36:00,TUS12,2,STOP: TUS12,0,0,0
430_12,8:45:00,8:45:00,PHX21,1,STOP: PHX21,1,1,0
430_12,9:51:00,9:51:00,TUS12,2,STOP: TUS12,1,2,0
430_13,9:00:00,9:00:00,PHX21,1,STOP: PHX21,2,1,0
430_13,10:06:00,10:06:00,TUS12,2,STOP: TUS12,3,0,0
471_1,6:00:00,6:00:00,PHX23,1,STOP: PHX23,0,2,0
471_1,7:19:00,7:19:00,TUS9,2,STOP: TUS9,0,2,0
471_2,6:15:00,6:15:00,PHX23,1,STOP: PHX23,1,0,1
471_2,7:34:00,7:34:00,TUS9,2,STOP: TUS9,2,0,0
471_3,6:30:00,6:30:00,PHX23,1,STOP: PHX23,0,2,0
471_3,7:49:00,7:49:00,TUS9,2,STOP: TUS9,1,2,0
471_4,6:45:00,6:45:00,PHX23,1,STOP: PHX23,1,2,1
471_4,8:04:00,8:04:00,TUS9,2,STOP: TUS9,1,3,0
471_5,7:00:00,7:00:00,PHX23,1,STOP: PHX23,1,0,0
471_5,8:19:00,8:19:00,TUS9,2,STOP: TUS9,1,3,1
471_6,7:15:00,7:15:00,PHX23,1,STOP: PHX23,1,2,1
471_6,8:34:00,8:34:00,TUS9,2,STOP: TUS9,2,0,1
471_7,7:30:00,7:30:00,PHX23,1,STOP: PHX23,1,1,0
471_7,8:49:00,8:49:00,TUS9,2,STOP: TUS9,2,1,1
471_8,7:45:00,7:45:00,PHX23,1,STOP: PHX23,1,2,1
471_8,9:04:00,9:04:00,TUS9,2,STOP: TUS9,0,3,1
471_9,8:00:00,8:00:00,PHX23,1,STOP: PHX23,3,1,0
471_9,9:19:00,9:19:00,TUS9,2,STOP: TUS9,2,0,1
471_10,8:15:00,8:15:00,PHX23,1,STOP: PHX23,1,3,1
471_10,9:34:00,9:34:00,TUS9,2,STOP: TUS9,1,2,0
471_11,8:30:00,8:30:00,PHX23,1,STOP: PHX23,1,3,0
471_11,9:49:00,9:49:00,TUS9,2,STOP: TUS9,3,2,0
471_12,8:45:00,8:45:00,PHX23,1,STOP: PHX23,2,3,1
471_12,10:04:00,10:04:00,TUS9,2,STOP: TUS9,1,1,0
471_13,9:00:00,9:00:00,PHX23,1,STOP: PHX23,2,2,1
471_13,10:19:00,10:19:00,TUS9,2,STOP: TUS9,3,2,1
496_1,6:00:00,6:00:00,PHX24,1,STOP: PHX24,1,2,0
496_1,7:13:00,7:13:00,TUS12,2,STOP: TUS12,1,3,1
496_2,6:08:00,6:08:00,PHX24,1,STOP: PHX24,0,0,1
496_2,7:21:00,7:21:00,TUS12,2,STOP: TUS12,1,1,1
496_3,6:16:00,6:16:00,PHX24,1,STOP: PHX24,1,2,1
496_3,7:29:00,7:29:00,TUS12,2,STOP: TUS12,2,0,0
496_4,6:24:00,6:24:00,PHX24,1,STOP: PHX24,0,3,1
496_4,7:37:00,7:37:00,TUS12,2,STOP: TUS12,2,1,1
496_5,6:32:00,6:32:00,PHX24,1,STOP: PHX24,2,3,0
496_5,7:45:00,7:45:00,TUS12,2,STOP: TUS12,2,1,1
496_6,6:40:00,6:40:00,PHX24,1,STOP: PHX24,1,2,0
496_6,7:53:00,7:53:00,TUS12,2,STOP: TUS12,2,3,0
496_7,6:48:00,6:48:00,PHX24,1,STOP: PHX24,0,0,0
496_7,8:01:00,8:01:00,TUS12,2,STOP: TUS12,0,0,0
496_8,6:56:00,6:56:00,PHX24,1,STOP: PHX24,2,1,0
496_8,8:09:00,8:09:00,TUS12,2,STOP: TUS12,0,1,0
496_9,7:04:00,7:04:00,PHX24,1,STOP: PHX24,3,0,1
496_9,8:17:00,8:17:00,TUS12,2,STOP: TUS12,3,3,0
496_10,7:12:00,7:12:00,PHX24,1,STOP: PHX24,0,0,1
496_10,8:25:00,8:25:00,TUS12,2,STOP: TUS12,2,1,0
496_11,7:20:00,7:20:00,PHX24,1,STOP: PHX24,1,1,0
496_11,8:33:00,8:33:00,TUS12,2,STOP: TUS12,2,1,0
496_12,7:28:00,7:28:00,PHX24,1,STOP: PHX24,0,1,0
496_12,8:41:00,8:41:00,TUS12,2,STOP: TUS12,3,3,1
496_13,7:36:00,7:36:00,PHX24,1,STOP: PHX24,2,1,1
496_13,8:49:00,8:49:00,TUS12,2,STOP: TUS12,3,2,0
496_14,7:44:00,7:44:00,PHX24,1,STOP: PHX24,1,2,0
496_14,8:57:00,8:57:00,TUS12,2,STOP: TUS12,3,2,1
496_15,7:52:00,7:52:00,PHX24,1,STOP: PHX24,3,1,1
496_15,9:05:00,9:05:00,TUS12,2,STOP: TUS12,2,2,1
496_16,8:00:00,8:00:00,PHX24,1,STOP: PHX24,0,2,0
496_16,9:13:00,9:13:00,TUS12,2,STOP: TUS12,2,1,1
496_17,8:08:00,8:08:00,PHX24,1,STOP: PHX24,2,3,1
496_17,9:21:00,9:21:00,TUS12,2,STOP: TUS12,3,1,1
496_18,8:16:00,8:16:00,PHX24,1,STOP: PHX24,1,1,1
496_18,9:29:00,9:29:00,TUS12,2,STOP: TUS12,2,3,0
496_19,8:24:00,8:24:00,PHX24,1,STOP: PHX24,2,1,0
496_19,9:37:00,9:37:00,TUS12,2,STOP: TUS12,0,1,0
496_20,8:32:00,8:32:00,PHX24,1,STOP: PHX24,2,2,0
496_20,9:45:00,9:45:00,TUS12,2,STOP: TUS12,2,3,1
496_21,8:40:00,8:40:00,PHX24,1,STOP: PHX24,2,3,1
496_21,9:53:00,9:53:00,TUS12,2,STOP: TUS12,2,2,0
496_22,8:48:00,8:48:00,PHX24,1,STOP: PHX24,1,1,1
496_22,10:01:00,10:01:00,TUS12,2,STOP: TUS12,0,0,0
496_23,8:56:00,8:56:00,PHX24,1,STOP: PHX24,1,1,0
496_23,10:09:00,10:09:00,TUS12,2,STOP: TUS12,3,2,1
504_1,6:00:00,6:00:00,PHX24,1,STOP: PHX24,0,1,0
504_1,7:30:00,7:30:00,TUS20,2,STOP: TUS20,2,1,1
504_2,6:06:00,6:06:00,PHX24,1,STOP: PHX24,1,3,0
504_2,7:36:00,7:36:00,TUS20,2,STOP: TUS20,2,2,0
504_3,6:12:00,6:12:00,PHX24,1,STOP: PHX24,0,1,1
504_3,7:42:00,7:42:00,TUS20,2,STOP: TUS20,1,1,1
504_4,6:18:00,6:18:00,PHX24,1,STOP: PHX24,3,2,1
504_4,7:48:00,7:48:00,TUS20,2,STOP: TUS20,0,1,0
504_5,6:24:00,6:24:00,PHX24,1,STOP: PHX24,1,1,0
504_5,7:54:00,7:54:00,TUS20,2,STOP: TUS20,2,3,1
504_6,6:30:00,6:30:00,PHX24,1,STOP: PHX24,1,2,0
504_6,8:00:00,8:00:00,TUS20,2,STOP: TUS20,2,1,1
504_7,6:36:00,6:36:00,PHX24,1,STOP: PHX24,1,2,1
504_7,8:06:00,8:06:00,TUS20,2,STOP: TUS20,3,0,1
504_8,6:42:00,6:42:00,PHX24,1,STOP: PHX24,2,2,0
504_8,8:12:00,8:12:00,TUS20,2,STOP: TUS20,1,0,1
504_9,6:48:00,6:48:00,PHX24,1,STOP: PHX24,1,2,0
504_9,8:18:00,8:18:00,TUS20,2,STOP: TUS20,2,2,1
504_10,6:54:00,6:54:00,PHX24,1,STOP: PHX24,2,1,0
504_10,8:24:00,8:24:00,TUS20,2,STOP: TUS20,1,2,1
504_11,7:00:00,7:00:00,PHX24,1,STOP: PHX24,2,3,0
504_11,8:30:00,8:30:00,TUS20,2,STOP: TUS20,1,3,0
504_12,7:06:00,7:06:00,PHX24,1,STOP: PHX24,1,2,0
504_12,8:36:00,8:36:00,TUS20,2,STOP: TUS20,1,1,0
504_13,7:12:00,7:12:00,PHX24,1,STOP: PHX24,1,2,1
504_13,8:42:00,8:42:00,TUS20,2,STOP: TUS20,3,2,0
504_14,7:18:00,7:18:00,PHX24,1,STOP: PHX24,2,1,1
504_14,8:48:00,8:48:00,TUS20,2,STOP: TUS20,2,1,1
504_15,7:24:00,7:24:00,PHX24,1,STOP: PHX24,3,1,0
504_15,8:54:00,8:54:00,TUS20,2,STOP: TUS20,0,0,1
504_16,7:30:00,7:30:00,PHX24,1,STOP: PHX24,2,3,1
504_16,9:00:00,9:00:00,TUS20,2,STOP: TUS20,2,2,1
504_17,7:36:00,7:36:00,PHX24,1,STOP: PHX24,1,2,0
504_17,9:06:00,9:06:00,TUS20,2,STOP: TUS20,2,3,0
504_18,7:42:00,7:42:00,PHX24,1,STOP: PHX24,2,2,1
504_18,9:12:00,9:12:00,TUS20,2,STOP: TUS20,1,2,0
504_19,7:48:00,7:48:00,PHX24,1,STOP: PHX24,2,2,0
504_19,9:18:00,9:18:00,TUS20,2,STOP: TUS20,0,1,1
504_20,7:54:00,7:54:00,PHX24,1,STOP: PHX24,2,2,0
504_20,9:24:00,9:24:00,TUS20,2,STOP: TUS20,0,2,1
504_21,8:00:00,8:00:00,PHX24,1,STOP: PHX24,1,1,0
504_21,9:30:00,9:30:00,TUS20,2,STOP: TUS20,1,2,0
504_22,8:06:00,8:06:00,PHX24,1,STOP: PHX24,1,0,0
504_22,9:36:00,9:36:00,TUS20,2,STOP: TUS20,2,1,0
504_23,8:12:00,8:12:00,PHX24,1,STOP: PHX24,1,1,0
504_23,9:42:00,9:42:00,TUS20,2,STOP: TUS20,0,0,1
504_24,8:18:00,8:18:00,PHX24,1,STOP: PHX24,3,1,1
504_24,9:48:00,9:48:00,TUS20,2,STOP: TUS20,0,1,0
504_25,8:24:00,8:24:00,PHX24,1,STOP: PHX24,3,2,0
504_25,9:54:00,9:54:00,TUS20,2,STOP: TUS20,1,1,1
504_26,8:30:00,8:30:00,PHX24,1,STOP: PHX24,1,0,0
504_26,10:00:00,10:00:00,TUS20,2,STOP: TUS20,2,3,1
504_27,8:36:00,8:36:00,PHX24,1,STOP: PHX24,1,3,1
504_27,10:06:00,10:06:00,TUS20,2,STOP: TUS20,0,1,0
504_28,8:42:00,8:42:00,PHX24,1,STOP: PHX24,2,1,1
504_28,10:12:00,10:12:00,TUS20,2,STOP: TUS20,3,1,1
504_29,8:48:00,8:48:00,PHX24,1,STOP: PHX24,2,1,1
504_29,10:18:00,10:18:00,TUS20,2,STOP: TUS20,1,1,1
504_30,8:54:00,8:54:00,PHX24,1,STOP: PHX24,2,2,0
504_30,10:24:00,10:24:00,TUS20,2,STOP: TUS20,2,1,1
504_31,9:00:00,9:00:00,PHX24,1,STOP: PHX24,1,2,0
504_31,10:30:00,10:30:00,TUS20,2,STOP: TUS20,2,3,0
540_1,6:00:00,6:00:00,PHX26,1,STOP: PHX26,2,2,0
540_1,7:12:00,7:12:00,TUS12,2,STOP: TUS12,0,3,1
540_2,6:15:00,6:15:00,PHX26,1,STOP: PHX26,0,2,0
540_2,7:27:00,7:27:00,TUS12,2,STOP: TUS12,3,1,1
540_3,6:30:00,6:30:00,PHX26,1,STOP: PHX26,2,1,0
540_3,7:42:00,7:42:00,TUS12,2,STOP: TUS12,1,2,0
540_4,6:45:00,6:45:00,PHX26,1,STOP: PHX26,2,3,0
540_4,7:57:00,7:57:00,TUS12,2,STOP: TUS12,2,2,0
540_5,7:00:00,7:00:00,PHX26,1,STOP: PHX26,1,1,1
540_5,8:12:00,8:12:00,TUS12,2,STOP: TUS12,0,3,0
540_6,7:15:00,7:15:00,PHX26,1,STOP: PHX26,2,2,1
540_6,8:27:00,8:27:00,TUS12,2,STOP: TUS12,3,1,0
540_7,7:30:00,7:30:00,PHX26,1,STOP: PHX26,2,2,0
540_7,8:42:00,8:42:00,TUS12,2,STOP: TUS12,1,0,1
540_8,7:45:00,7:45:00,PHX26,1,STOP: PHX26,1,1,0
540_8,8:57:00,8:57:00,TUS12,2,STOP: TUS12,3,0,1
540_9,8:00:00,8:00:00,PHX26,1,STOP: PHX26,2,2,0
540_9,9:12:00,9:12:00,TUS12,2,STOP: TUS12,2,3,0
540_10,8:15:00,8:15:00,PHX26,1,STOP: PHX26,2,3,0
540_10,9:27:00,9:27:00,TUS12,2,STOP: TUS12,2,0,0
540_11,8:30:00,8:30:00,PHX26,1,STOP: PHX26,1,2,1
540_11,9:42:00,9:42:00,TUS12,2,STOP: TUS12,3,1,0
540_12,8:45:00,8:45:00,PHX26,1,STOP: PHX26,2,1,0
540_12,9:57:00,9:57:00,TUS12,2,STOP: TUS12,1,1,1
540_13,9:00:00,9:00:00,PHX26,1,STOP: PHX26,3,2,0
540_13,10:12:00,10:12:00,TUS12,2,STOP: TUS12,3,2,0
559_1,6:00:00,6:00:00,PHX27,1,STOP: PHX27,1,1,0
559_1,7:07:00,7:07:00,TUS9,2,STOP: TUS9,1,1,0
559_2,6:15:00,6:15:00,PHX27,1,STOP: PHX27,1,0,0
559_2,7:22:00,7:22:00,TUS9,2,STOP: TUS9,1,2,1
559_3,6:30:00,6:30:00,PHX27,1,STOP: PHX27,2,3,1
559_3,7:37:00,7:37:00,TUS9,2,STOP: TUS9,0,1,0
559_4,6:45:00,6:45:00,PHX27,1,STOP: PHX27,0,1,1
559_4,7:52:00,7:52:00,TUS9,2,STOP: TUS9,3,2,0
559_5,7:00:00,7:00:00,PHX27,1,STOP: PHX27,3,2,0
559_5,8:07:00,8:07:00,TUS9,2,STOP: TUS9,3,2,0
559_6,7:15:00,7:15:00,PHX27,1,STOP: PHX27,2,2,0
559_6,8:22:00,8:22:00,TUS9,2,STOP: TUS9,1,2,1
559_7,7:30:00,7:30:00,PHX27,1,STOP: PHX27,2,1,0
559_7,8:37:00,8:37:00,TUS9,2,STOP: TUS9,0,0,0
559_8,7:45:00,7:45:00,PHX27,1,STOP: PHX27,2,1,0
559_8,8:52:00,8:52:00,TUS9,2,STOP: TUS9,2,2,1
559_9,8:00:00,8:00:00,PHX27,1,STOP: PHX27,2,2,0
559_9,9:07:00,9:07:00,TUS9,2,STOP: TUS9,0,1,1
559_10,8:15:00,8:15:00,PHX27,1,STOP: PHX27,0,1,0
559_10,9:22:00,9:22:00,TUS9,2,STOP: TUS9,1,1,0
559_11,8:30:00,8:30:00,PHX27,1,STOP: PHX27,3,2,1
559_11,9:37:00,9:37:00,TUS9,2,STOP: TUS9,1,3,1
559_12,8:45:00,8:45:00,PHX27,1,STOP: PHX27,2,1,0
559_12,9:52:00,9:52:00,TUS9,2,STOP: TUS9,2,1,1
559_13,9:00:00,9:00:00,PHX27,1,STOP: PHX27,1,2,0
559_13,10:07:00,10:07:00,TUS9,2,STOP: TUS9,1,1,0
562_1,6:00:00,6:00:00,PHX27,1,STOP: PHX27,1,2,0
562_1,6:56:00,6:56:00,TUS12,2,STOP: TUS12,0,1,0
562_2,6:15:00,6:15:00,PHX27,1,STOP: PHX27,3,1,1
562_2,7:11:00,7:11:00,TUS12,2,STOP: TUS12,0,2,0
562_3,6:30:00,6:30:00,PHX27,1,STOP: PHX27,1,1,1
562_3,7:26:00,7:26:00,TUS12,2,STOP: TUS12,2,2,1
562_4,6:45:00,6:45:00,PHX27,1,STOP: PHX27,2,1,1
562_4,7:41:00,7:41:00,TUS12,2,STOP: TUS12,0,0,1
562_5,7:00:00,7:00:00,PHX27,1,STOP: PHX27,2,1,0
562_5,7:56:00,7:56:00,TUS12,2,STOP: TUS12,2,2,1
562_6,7:15:00,7:15:00,PHX27,1,STOP: PHX27,1,1,1
562_6,8:11:00,8:11:00,TUS12,2,STOP: TUS12,0,1,1
562_7,7:30:00,7:30:00,PHX27,1,STOP: PHX27,3,2,1
562_7,8:26:00,8:26:00,TUS12,2,STOP: TUS12,1,0,1
562_8,7:45:00,7:45:00,PHX27,1,STOP: PHX27,0,1,0
562_8,8:41:00,8:41:00,TUS12,2,STOP: TUS12,1,0,1
562_9,8:00:00,8:00:00,PHX27,1,STOP: PHX27,1,0,1
562_9,8:56:00,8:56:00,TUS12,2,STOP: TUS12,3,2,0
562_10,8:15:00,8:15:00,PHX27,1,STOP: PHX27,2,2,1
562_10,9:11:00,9:11:00,TUS12,2,STOP: TUS12,1,0,0
562_11,8:30:00,8:30:00,PHX27,1,STOP: PHX27,0,0,0
562_11,9:26:00,9:26:00,TUS12,2,STOP: TUS12,0,1,0
562_12,8:45:00,8:45:00,PHX27,1,STOP: PHX27,0,0,1
562_12,9:41:00,9:41:00,TUS12,2,STOP: TUS12,2,0,1
562_13,9:00:00,9:00:00,PHX27,1,STOP: PHX27,1,1,0
562_13,9:56:00,9:56:00,TUS12,2,STOP: TUS12,2,1,0
563_1,6:00:00,6:00:00,PHX27,1,STOP: PHX27,2,2,0
563_1,7:18:00,7:18:00,TUS13,2,STOP: TUS13,3,1,0
563_2,6:15:00,6:15:00,PHX27,1,STOP: PHX27,1,2,1
563_2,7:33:00,7:33:00,TUS13,2,STOP: TUS13,0,0,1
563_3,6:30:00,6:30:00,PHX27,1,STOP: PHX27,3,1,0
563_3,7:48:00,7:48:00,TUS13,2,STOP: TUS13,1,2,1
563_4,6:45:00,6:45:00,PHX27,1,STOP: PHX27,1,2,0
563_4,8:03:00,8:03:00,TUS13,2,STOP: TUS13,1,0,1
563_5,7:00:00,7:00:00,PHX27,1,STOP: PHX27,2,1,0
563_5,8:18:00,8:18:00,TUS13,2,STOP: TUS13,2,2,0
563_6,7:15:00,7:15:00,PHX27,1,STOP: PHX27,1,3,0
563_6,8:33:00,8:33:00,TUS13,2,STOP: TUS13,2,1,1
563_7,7:30:00,7:30:00,PHX27,1,STOP: PHX27,2,2,1
563_7,8:48:00,8:48:00,TUS13,2,STOP: TUS13,2,1,0
563_8,7:45:00,7:45:00,PHX27,1,STOP: PHX27,0,2,0
563_8,9:03:00,9:03:00,TUS13,2,STOP: TUS13,2,1,1
563_9,8:00:00,8:00:00,PHX27,1,STOP: PHX27,1,2,0
563_9,9:18:00,9:18:00,TUS13,2,STOP: TUS13,1,1,0
563_10,8:15:00,8:15:00,PHX27,1,STOP: PHX27,2,1,0
563_10,9:33:00,9:33:00,TUS13,2,STOP: TUS13,1,3,0
563_11,8:30:00,8:30:00,PHX27,1,STOP: PHX27,2,2,0
563_11,9:48:00,9:48:00,TUS13,2,STOP: TUS13,2,3,0
563_12,8:45:00,8:45:00,PHX27,1,STOP: PHX27,2,1,0
563_12,10:03:00,10:03:00,TUS13,2,STOP: TUS13,1,2,1
563_13,9:00:00,9:00:00,PHX27,1,STOP: PHX27,2,1,0
563_13,10:18:00,10:18:00,TUS13,2,STOP: TUS13,3,0,0
570_1,6:00:00,6:00:00,PHX27,1,STOP: PHX27,2,2,0
570_1,7:12:00,7:12:00,TUS20,2,STOP: TUS20,2,0,1
570_2,6:15:00,6:15:00,PHX27,1,STOP: PHX27,0,2,0
570_2,7:27:00,7:27:00,TUS20,2,STOP: TUS20,1,2,0
570_3,6:30:00,6:30:00,PHX27,1,STOP: PHX27,2,2,1
570_3,7:42:00,7:42:00,TUS20,2,STOP: TUS20,3,1,0
570_4,6:45:00,6:45:00,PHX27,1,STOP: PHX27,2,3,1
570_4,7:57:00,7:57:00,TUS20,2,STOP: TUS20,2,2,1
570_5,7:00:00,7:00:00,PHX27,1,STOP: PHX27,2,2,0
570_5,8:12:00,8:12:00,TUS20,2,STOP: TUS20,3,2,1
570_6,7:15:00,7:15:00,PHX27,1,STOP: PHX27,1,1,0
570_6,8:27:00,8:27:00,TUS20,2,STOP: TUS20,3,0,1
570_7,7:30:00,7:30:00,PHX27,1,STOP: PHX27,3,2,1
570_7,8:42:00,8:42:00,TUS20,2,STOP: TUS20,2,3,0
570_8,7:45:00,7:45:00,PHX27,1,STOP: PHX27,2,2,1
570_8,8:57:00,8:57:00,TUS20,2,STOP: TUS20,1,0,0
570_9,8:00:00,8:00:00,PHX27,1,STOP: PHX27,0,3,0
570_9,9:12:00,9:12:00,TUS20,2,STOP: TUS20,2,2,0
570_10,8:15:00,8:15:00,PHX27,1,STOP: PHX27,1,1,0
570_10,9:27:00,9:27:00,TUS20,2,STOP: TUS20,2,1,1
570_11,8:30:00,8:30:00,PHX27,1,STOP: PHX27,1,0,0
570_11,9:42:00,9:42:00,TUS20,2,STOP: TUS20,2,1,0
570_12,8:45:00,8:45:00,PHX27,1,STOP: PHX27,2,1,1
570_12,9:57:00,9:57:00,TUS20,2,STOP: TUS20,0,2,1
570_13,9:00:00,9:00:00,PHX27,1,STOP: PHX27,0,3,1
570_13,10:12:00,10:12:00,TUS20,2,STOP: TUS20,1,1,1
581_1,6:00:00,6:00:00,PHX28,1,STOP: PHX28,0,1,0
581_1,7:05:00,7:05:00,TUS9,2,STOP: TUS9,2,3,0
581_2,6:15:00,6:15:00,PHX28,1,STOP: PHX28,1,3,0
581_2,7:20:00,7:20:00,TUS9,2,STOP: TUS9,1,2,0
581_3,6:30:00,6:30:00,PHX28,1,STOP: PHX28,0,2,1
581_3,7:35:00,7:35:00,TUS9,2,STOP: TUS9,3,3,0
581_4,6:45:00,6:45:00,PHX28,1,STOP: PHX28,2,0,0
581_4,7:50:00,7:50:00,TUS9,2,STOP: TUS9,2,0,1
581_5,7:00:00,7:00:00,PHX28,1,STOP: PHX28,3,0,0
581_5,8:05:00,8:05:00,TUS9,2,STOP: TUS9,3,2,1
581_6,7:15:00,7:15:00,PHX28,1,STOP: PHX28,2,1,1
581_6,8:20:00,8:20:00,TUS9,2,STOP: TUS9,1,1,0
581_7,7:30:00,7:30:00,PHX28,1,STOP: PHX28,1,2,0
581_7,8:35:00,8:35:00,TUS9,2,STOP: TUS9,2,3,0
581_8,7:45:00,7:45:00,PHX28,1,STOP: PHX28,2,2,0
581_8,8:50:00,8:50:00,TUS9,2,STOP: TUS9,2,2,1
581_9,8:00:00,8:00:00,PHX28,1,STOP: PHX28,1,0,1
581_9,9:05:00,9:05:00,TUS9,2,STOP: TUS9,2,3,0
581_10,8:15:00,8:15:00,PHX28,1,STOP: PHX28,0,3,0
581_10,9:20:00,9:20:00,TUS9,2,STOP: TUS9,2,3,0
581_11,8:30:00,8:30:00,PHX28,1,STOP: PHX28,2,1,0
