person_id,person_trip_id,o_taz,d_taz,mode,purpose,departure_time,arrival_time,time_target,vot,pnr_ids
P2523,2523,732,3074,KNR-rapid_bus-PNR,visitor,8:51:00,10:11:00,departure,19,
P2524,2524,732,3074,KNR-rapid_bus-PNR,visitor,7:24:00,8:44:00,departure,19,
P2525,2525,732,3074,KNR-rapid_bus-PNR,visitor,7:14:00,8:34:00,departure,19,
P2526,2526,732,3074,KNR-rapid_bus-PNR,visitor,6:53:00,8:13:00,departure,19,
P2527,2527,732,3074,KNR-rapid_bus-PNR,visitor,6:08:00,7:28:00,departure,19,
P2528,2528,732,3074,KNR-rapid_bus-PNR,visitor,7:21:00,8:41:00,departure,19,
P2529,2529,732,3074,KNR-rapid_bus-PNR,visitor,8:35:00,9:55:00,departure,19,
P2530,2530,732,3074,KNR-rapid_bus-PNR,visitor,8:15:00,9:35:00,departure,19,
P2531,2531,732,3074,KNR-rapid_bus-PNR,visitor,8:45:00,10:05:00,departure,19,
P2532,2532,732,3074,KNR-rapid_bus-PNR,visitor,8:14:00,9:34:00,departure,19,
P2533,2533,732,3074,KNR-rapid_bus-PNR,visitor,8:45:00,10:05:00,departure,19,
P2534,2534,732,3074,KNR-rapid_bus-PNR,visitor,8:18:00,9:38:00,departure,19,
P2535,2535,732,3074,KNR-rapid_bus-PNR,visitor,8:14:00,9:34:00,departure,19,
P2536,2536,732,3074,KNR-rapid_bus-PNR,visitor,7:43:00,9:03:00,departure,19,
P2537,2537,732,3074,KNR-rapid_bus-PNR,visitor,8:01:00,9:21:00,departure,19,
P2538,2538,732,3074,KNR-rapid_bus-PNR,visitor,8:25:00,9:45:00,departure,19,
P2539,2539,732,3074,KNR-rapid_bus-PNR,visitor,8:26:00,9:46:00,departure,19,
P2540,2540,732,3074,KNR-rapid_bus-PNR,visitor,8:01:00,9:21:00,departure,19,
P2541,2541,732,3074,KNR-rapid_bus-PNR,visitor,7:11:00,8:31:00,departure,19,
P2542,2542,732,3074,KNR-rapid_bus-PNR,visitor,8:48:00,10:08:00,departure,19,
P2543,2543,732,3074,KNR-rapid_bus-PNR,visitor,6:31:00,7:51:00,departure,19,
P2544,2544,732,3074,KNR-rapid_bus-PNR,visitor,8:57:00,10:17:00,departure,19,
P2545,2545,732,3074,KNR-rapid_bus-PNR,visitor,7:48:00,9:08:00,departure,19,
P2546,2546,732,3074,KNR-rapid_bus-PNR,visitor,6:19:00,7:39:00,departure,19,
P2547,2547,732,3074,KNR-rapid_bus-PNR,visitor,7:24:00,8:44:00,departure,19,
P2548,2548,732,3074,KNR-rapid_bus-PNR,visitor,6:16:00,7:36:00,departure,19,
P2549,2549,732,3074,KNR-rapid_bus-PNR,visitor,8:48:00,10:08:00,departure,19,
P2550,2550,732,3074,KNR-rapid_bus-PNR,visitor,7:56:00,9:16:00,departure,19,
P2551,2551,732,3074,KNR-rapid_bus-PNR,visitor,8:08:00,9:28:00,departure,19,
P2552,2552,732,3074,KNR-rapid_bus-PNR,visitor,6:10:00,7:30:00,departure,19,
P2553,2553,732,3074,KNR-rapid_bus-PNR,visitor,7:59:00,9:19:00,departure,19,
P2554,2554,732,3074,KNR-rapid_bus-PNR,visitor,6:27:00,7:47:00,departure,19,
P2555,2555,732,3074,KNR-rapid_bus-PNR,visitor,6:58:00,8:18:00,departure,19,
P2556,2556,732,3074,KNR-rapid_bus-PNR,visitor,7:12:00,8:32:00,departure,19,
P2557,2557,732,3074,KNR-rapid_bus-PNR,visitor,8:54:00,10:14:00,departure,19,
P2558,2558,732,3074,KNR-rapid_bus-PNR,visitor,7:49:00,9:09:00,departure,19,
P2559,2559,732,3074,KNR-rapid_bus-PNR,visitor,8:58:00,10:18:00,departure,19,
P2560,2560,732,3074,KNR-rapid_bus-PNR,visitor,6:00:00,7:20:00,departure,19,
P2561,2561,732,3074,KNR-rapid_bus-PNR,visitor,8:37:00,9:57:00,departure,19,
P2562,2562,732,3074,KNR-rapid_bus-PNR,visitor,6:16:00,7:36:00,departure,19,
P2563,2563,732,3074,KNR-rapid_bus-PNR,visitor,7:22:00,8:42:00,departure,19,
P2564,2564,732,3074,KNR-rapid_bus-PNR,visitor,8:49:00,10:09:00,departure,19,
P2565,2565,732,3074,KNR-rapid_bus-PNR,visitor,7:28:00,8:48:00,departure,19,
P2566,2566,732,3074,KNR-rapid_bus-PNR,visitor,6:16:00,7:36:00,departure,19,
P2567,2567,732,3074,KNR-rapid_bus-PNR,visitor,6:56:00,8:16:00,departure,19,
P2568,2568,732,3074,KNR-rapid_bus-PNR,visitor,8:08:00,9:28:00,departure,19,
P2569,2569,732,3074,KNR-rapid_bus-PNR,visitor,6:50:00,8:10:00,departure,19,
P2570,2570,732,3074,KNR-rapid_bus-PNR,visitor,8:16:00,9:36:00,departure,19,
P2571,2571,732,3074,KNR-rapid_bus-PNR,visitor,6:46:00,8:06:00,departure,19,
P2572,2572,732,3074,KNR-rapid_bus-PNR,visitor,7:32:00,8:52:00,departure,19,
P2573,2573,732,3074,KNR-rapid_bus-PNR,visitor,7:08:00,8:28:00,departure,19,
P2574,2574,732,3074,KNR-rapid_bus-PNR,visitor,7:21:00,8:41:00,departure,19,
P2575,2575,732,3074,KNR-rapid_bus-PNR,visitor,6:08:00,7:28:00,departure,19,
P2576,2576,732,3074,KNR-rapid_bus-PNR,visitor,7:45:00,9:05:00,departure,19,
P2577,2577,732,3074,KNR-rapid_bus-PNR,visitor,8:19:00,9:39:00,departure,19,
P2578,2578,732,3007,PNR-rapid_bus-walk,work,7:26:00,8:46:00,departure,24.4,
P2579,2579,732,3007,PNR-rapid_bus-walk,work,7:45:00,9:05:00,departure,24.4,
P2580,2580,732,3007,PNR-rapid_bus-walk,work,8:17:00,9:37:00,departure,24.4,
P2581,2581,732,3007,PNR-rapid_bus-walk,work,8:41:00,10:01:00,departure,24.4,
P2582,2582,732,3007,PNR-rapid_bus-walk,work,8:14:00,9:34:00,departure,24.4,
P2583,2583,732,3007,PNR-rapid_bus-walk,work,6:16:00,7:36:00,departure,24.4,
P2584,2584,732,3007,PNR-rapid_bus-walk,work,7:40:00,9:00:00,departure,24.4,
P2585,2585,732,3007,PNR-rapid_bus-walk,work,8:54:00,10:14:00,departure,24.4,
P2586,2586,732,3007,PNR-rapid_bus-walk,work,6:37:00,7:57:00,departure,24.4,
P2587,2587,732,3007,PNR-rapid_bus-walk,work,6:47:00,8:07:00,departure,24.4,
P2588,2588,732,3007,PNR-rapid_bus-walk,work,6:35:00,7:55:00,departure,24.4,
P2589,2589,732,3007,PNR-rapid_bus-walk,work,6:58:00,8:18:00,departure,24.4,
P2590,2590,732,3007,PNR-rapid_bus-walk,work,6:39:00,7:59:00,departure,24.4,
P2591,2591,732,3007,PNR-rapid_bus-walk,work,6:58:00,8:18:00,departure,24.4,
P2592,2592,732,3007,PNR-rapid_bus-walk,work,6:32:00,7:52:00,departure,24.4,
P2593,2593,732,3007,PNR-rapid_bus-walk,work,8:45:00,10:05:00,departure,24.4,
P2594,2594,732,3007,PNR-rapid_bus-walk,work,7:46:00,9:06:00,departure,24.4,
P2595,2595,732,3007,PNR-rapid_bus-walk,work,6:03:00,7:23:00,departure,24.4,
P2596,2596,732,3007,PNR-rapid_bus-walk,work,7:08:00,8:28:00,departure,24.4,
P2597,2597,732,3007,PNR-rapid_bus-walk,work,6:23:00,7:43:00,departure,24.4,
P2598,2598,732,3007,PNR-rapid_bus-walk,work,7:19:00,8:39:00,departure,24.4,
P2599,2599,732,3007,PNR-rapid_bus-walk,work,8:28:00,9:48:00,departure,24.4,
P2600,2600,732,3007,PNR-rapid_bus-walk,work,6:06:00,7:26:00,departure,24.4,
P2601,2601,732,3007,PNR-rapid_bus-walk,work,8:53:00,10:13:00,departure,24.4,
P2602,2602,732,3007,PNR-rapid_bus-walk,work,7:47:00,9:07:00,departure,24.4,
P2603,2603,732,3007,PNR-rapid_bus-walk,work,6:37:00,7:57:00,departure,24.4,
P2604,2604,732,3007,PNR-rapid_bus-walk,work,6:27:00,7:47:00,departure,24.4,
P2605,2605,732,3007,PNR-rapid_bus-walk,work,7:11:00,8:31:00,departure,24.4,
P2606,2606,732,3007,PNR-rapid_bus-walk,work,8:22:00,9:42:00,departure,24.4,
P2607,2607,732,3007,PNR-rapid_bus-walk,work,7:36:00,8:56:00,departure,24.4,
P2608,2608,732,3007,PNR-rapid_bus-walk,work,7:02:00,8:22:00,departure,24.4,
P2609,2609,732,3007,PNR-rapid_bus-walk,work,8:50:00,10:10:00,departure,24.4,
P2610,2610,732,3007,PNR-rapid_bus-walk,work,8:28:00,9:48:00,departure,24.4,
P2611,2611,732,3007,PNR-rapid_bus-walk,work,6:21:00,7:41:00,departure,24.4,
P2612,2612,732,3007,PNR-rapid_bus-walk,work,7:59:00,9:19:00,departure,24.4,
P2613,2613,732,3007,PNR-rapid_bus-walk,work,8:37:00,9:57:00,departure,24.4,
P2614,2614,732,3007,PNR-rapid_bus-walk,work,6:11:00,7:31:00,departure,24.4,
P2615,2615,732,3007,PNR-rapid_bus-walk,work,7:08:00,8:28:00,departure,24.4,
P2616,2616,732,3007,PNR-rapid_bus-KNR,work,7:05:00,8:25:00,departure,24.4,
P2617,2617,732,3007,PNR-rapid_bus-KNR,work,8:00:00,9:20:00,departure,24.4,
P2618,2618,732,3007,PNR-rapid_bus-KNR,work,6:59:00,8:19:00,departure,24.4,
P2619,2619,732,3007,PNR-rapid_bus-KNR,work,6:14:00,7:34:00,departure,24.4,
P2620,2620,732,3007,PNR-rapid_bus-KNR,work,6:46:00,8:06:00,departure,24.4,
P2621,2621,732,3007,PNR-rapid_bus-KNR,work,8:58:00,10:18:00,departure,24.4,
P2622,2622,732,3007,PNR-rapid_bus-KNR,work,8:32:00,9:52:00,departure,24.4,
P2623,2623,732,3007,PNR-rapid_bus-KNR,work,8:35:00,9:55:00,departure,24.4,
P2624,2624,732,3007,PNR-rapid_bus-KNR,work,6:44:00,8:04:00,departure,24.4,
P2625,2625,732,3007,PNR-rapid_bus-KNR,work,6:47:00,8:07:00,departure,24.4,
P2626,2626,732,3007,PNR-rapid_bus-KNR,work,7:53:00,9:13:00,departure,24.4,
P2627,2627,732,3007,PNR-rapid_bus-KNR,work,6:29:00,7:49:00,departure,24.4,
P2628,2628,732,3007,PNR-rapid_bus-KNR,work,8:36:00,9:56:00,departure,24.4,
P2629,2629,732,3007,walk-rapid_bus-KNR,work,6:12:00,7:32:00,departure,24.4,
P2630,2630,732,3007,walk-rapid_bus-KNR,work,8:28:00,9:48:00,departure,24.4,
P2631,2631,732,3007,walk-rapid_bus-KNR,work,8:48:00,10:08:00,departure,24.4,
P2632,2632,732,3007,walk-rapid_bus-KNR,work,8:47:00,10:07:00,departure,24.4,
P2633,2633,732,3007,walk-rapid_bus-KNR,work,6:03:00,7:23:00,departure,24.4,
P2634,2634,732,3007,walk-rapid_bus-KNR,work,7:52:00,9:12:00,departure,24.4,
P2635,2635,732,3007,walk-rapid_bus-KNR,work,8:51:00,10:11:00,departure,24.4,
P2636,2636,732,3007,walk-rapid_bus-KNR,work,6:12:00,7:32:00,departure,24.4,
P2637,2637,732,3007,walk-rapid_bus-KNR,work,7:46:00,9:06:00,departure,24.4,
P2638,2638,732,3007,walk-rapid_bus-KNR,work,8:01:00,9:21:00,departure,24.4,
P2639,2639,732,3007,walk-rapid_bus-KNR,work,7:00:00,8:20:00,departure,24.4,
P2640,2640,732,3007,walk-rapid_bus-KNR,work,8:52:00,10:12:00,departure,24.4,
P2641,2641,732,3007,walk-rapid_bus-KNR,work,6:54:00,8:14:00,departure,24.4,
P2642,2642,732,3007,walk-rapid_bus-KNR,work,7:38:00,8:58:00,departure,24.4,
P2643,2643,732,3007,walk-rapid_bus-KNR,work,7:37:00,8:57:00,departure,24.4,
P2644,2644,732,3007,walk-rapid_bus-KNR,work,8:53:00,10:13:00,departure,24.4,
P2645,2645,732,3007,walk-rapid_bus-KNR,work,6:50:00,8:10:00,departure,24.4,
P2646,2646,732,3007,walk-rapid_bus-KNR,work,7:46:00,9:06:00,departure,24.4,
P2647,2647,732,3007,walk-rapid_bus-KNR,work,8:07:00,9:27:00,departure,24.4,
P2648,2648,732,3007,walk-rapid_bus-KNR,work,7:59:00,9:19:00,departure,24.4,
P2649,2649,732,3007,walk-rapid_bus-KNR,work,6:41:00,8:01:00,departure,24.4,
P2650,2650,732,3007,walk-rapid_bus-KNR,work,8:53:00,10:13:00,departure,24.4,
P2651,2651,732,3007,walk-rapid_bus-KNR,work,7:31:00,8:51:00,departure,24.4,
P2652,2652,732,3007,walk-rapid_bus-KNR,work,8:45:00,10:05:00,departure,24.4,
P2653,2653,732,3007,walk-rapid_bus-KNR,work,7:32:00,8:52:00,departure,24.4,
P2654,2654,732,3007,walk-rapid_bus-KNR,work,7:47:00,9:07:00,departure,24.4,
P2655,2655,732,3007,walk-rapid_bus-KNR,work,7:29:00,8:49:00,departure,24.4,
P2656,2656,732,3007,walk-rapid_bus-KNR,work,6:19:00,7:39:00,departure,24.4,
P2657,2657,732,3007,walk-rapid_bus-KNR,work,7:51:00,9:11:00,departure,24.4,
P2658,2658,732,3007,walk-rapid_bus-KNR,work,7:46:00,9:06:00,departure,24.4,
P2659,2659,732,3007,walk-rapid_bus-KNR,work,7:06:00,8:26:00,departure,24.4,
P2660,2660,732,3007,walk-rapid_bus-KNR,work,6:13:00,7:33:00,departure,24.4,
P2661,2661,732,3007,walk-rapid_bus-KNR,work,8:42:00,10:02:00,departure,24.4,
P2662,2662,732,3007,walk-rapid_bus-KNR,work,8:55:00,10:15:00,departure,24.4,
P2663,2663,732,3007,walk-rapid_bus-KNR,work,8:08:00,9:28:00,departure,24.4,
P2664,2664,732,3007,walk-rapid_bus-KNR,work,8:31:00,9:51:00,departure,24.4,
P2665,2665,732,3007,walk-rapid_bus-KNR,work,8:27:00,9:47:00,departure,24.4,
P2666,2666,732,3007,walk-rapid_bus-KNR,work,7:39:00,8:59:00,departure,24.4,
P2667,2667,732,3007,PNR-rapid_bus-walk,personal_business,7:57:00,9:17:00,departure,17.5,
P2668,2668,732,3007,PNR-rapid_bus-walk,personal_business,8:49:00,10:09:00,departure,17.5,
P2669,2669,732,3007,PNR-rapid_bus-walk,personal_business,6:42:00,8:02:00,departure,17.5,
P2670,2670,732,3007,PNR-rapid_bus-walk,personal_business,8:48:00,10:08:00,departure,17.5,
P2671,2671,732,3007,PNR-rapid_bus-walk,personal_business,8:46:00,10:06:00,departure,17.5,
P2672,2672,732,3007,PNR-rapid_bus-walk,personal_business,6:15:00,7:35:00,departure,17.5,
P2673,2673,732,3007,PNR-rapid_bus-walk,personal_business,8:54:00,10:14:00,departure,17.5,
P2674,2674,732,3007,PNR-rapid_bus-walk,personal_business,8:06:00,9:26:00,departure,17.5,
P2675,2675,732,3007,PNR-rapid_bus-walk,personal_business,8:56:00,10:16:00,departure,17.5,
P2676,2676,732,3007,PNR-rapid_bus-walk,personal_business,7:22:00,8:42:00,departure,17.5,
P2677,2677,732,3007,PNR-rapid_bus-walk,personal_business,7:18:00,8:38:00,departure,17.5,
P2678,2678,732,3007,PNR-rapid_bus-walk,personal_business,8:35:00,9:55:00,departure,17.5,
P2679,2679,732,3007,PNR-rapid_bus-walk,personal_business,8:26:00,9:46:00,departure,17.5,
P2680,2680,732,3007,PNR-rapid_bus-walk,personal_business,8:23:00,9:43:00,departure,17.5,
P2681,2681,732,3007,PNR-rapid_bus-walk,personal_business,8:19:00,9:39:00,departure,17.5,
P2682,2682,732,3007,PNR-rapid_bus-walk,personal_business,6:23:00,7:43:00,departure,17.5,
P2683,2683,732,3007,PNR-rapid_bus-walk,personal_business,8:09:00,9:29:00,departure,17.5,
P2684,2684,732,3007,PNR-rapid_bus-walk,personal_business,7:51:00,9:11:00,departure,17.5,
P2685,2685,732,3007,PNR-rapid_bus-walk,personal_business,6:49:00,8:09:00,departure,17.5,
P2686,2686,732,3007,PNR-rapid_bus-walk,personal_business,6:35:00,7:55:00,departure,17.5,
P2687,2687,732,3007,PNR-rapid_bus-walk,personal_business,6:51:00,8:11:00,departure,17.5,
P2688,2688,732,3007,PNR-rapid_bus-walk,personal_business,6:20:00,7:40:00,departure,17.5,
P2689,2689,732,3007,PNR-rapid_bus-walk,personal_business,6:03:00,7:23:00,departure,17.5,
P2690,2690,732,3007,PNR-rapid_bus-walk,personal_business,8:36:00,9:56:00,departure,17.5,
P2691,2691,732,3007,PNR-rapid_bus-walk,personal_business,7:58:00,9:18:00,departure,17.5,
P2692,2692,732,3007,PNR-rapid_bus-walk,personal_business,8:17:00,9:37:00,departure,17.5,
P2693,2693,732,3007,PNR-rapid_bus-walk,personal_business,8:23:00,9:43:00,departure,17.5,
P2694,2694,732,3007,PNR-rapid_bus-walk,personal_business,6:12:00,7:32:00,departure,17.5,
P2695,2695,732,3007,PNR-rapid_bus-walk,personal_business,7:05:00,8:25:00,departure,17.5,
P2696,2696,732,3007,PNR-rapid_bus-walk,personal_business,7:02:00,8:22:00,departure,17.5,
P2697,2697,732,3007,PNR-rapid_bus-walk,personal_business,7:46:00,9:06:00,departure,17.5,
P2698,2698,732,3007,PNR-rapid_bus-walk,personal_business,7:22:00,8:42:00,departure,17.5,
P2699,2699,732,3007,PNR-rapid_bus-walk,personal_business,8:18:00,9:38:00,departure,17.5,
P2700,2700,732,3007,PNR-rapid_bus-walk,personal_business,8:20:00,9:40:00,departure,17.5,
P2701,2701,732,3007,PNR-rapid_bus-walk,personal_business,8:51:00,10:11:00,departure,17.5,
P2702,2702,732,3007,PNR-rapid_bus-walk,personal_business,6:05:00,7:25:00,departure,17.5,
P2703,2703,732,3007,PNR-rapid_bus-walk,personal_business,8:56:00,10:16:00,departure,17.5,
P2704,2704,732,3007,PNR-rapid_bus-walk,personal_business,8:58:00,10:18:00,departure,17.5,
P2705,2705,732,3007,walk-rapid_bus-KNR,social,7:01:00,8:21:00,departure,19,
P2706,2706,732,3007,walk-rapid_bus-KNR,social,7:36:00,8:56:00,departure,19,
P2707,2707,732,3007,walk-rapid_bus-KNR,social,7:39:00,8:59:00,departure,19,
P2708,2708,732,3007,walk-rapid_bus-KNR,social,7:06:00,8:26:00,departure,19,
P2709,2709,732,3007,walk-rapid_bus-KNR,social,8:24:00,9:44:00,departure,19,
P2710,2710,732,3007,walk-rapid_bus-KNR,social,7:41:00,9:01:00,departure,19,
P2711,2711,732,3007,walk-rapid_bus-KNR,social,6:24:00,7:44:00,departure,19,
P2712,2712,732,3007,walk-rapid_bus-KNR,social,8:50:00,10:10:00,departure,19,
P2713,2713,732,3007,walk-rapid_bus-KNR,social,8:35:00,9:55:00,departure,19,
P2714,2714,732,3007,walk-rapid_bus-KNR,social,6:56:00,8:16:00,departure,19,
P2715,2715,732,3007,walk-rapid_bus-KNR,social,6:10:00,7:30:00,departure,19,
P2716,2716,732,3007,walk-rapid_bus-KNR,social,7:46:00,9:06:00,departure,19,
P2717,2717,732,3007,walk-rapid_bus-KNR,social,8:00:00,9:20:00,departure,19,
P2718,2718,732,3007,walk-rapid_bus-KNR,social,7:45:00,9:05:00,departure,19,
P2719,2719,732,3007,walk-rapid_bus-KNR,social,8:37:00,9:57:00,departure,19,
P2720,2720,732,3007,walk-rapid_bus-KNR,social,8:00:00,9:20:00,departure,19,
P2721,2721,732,3007,walk-rapid_bus-KNR,social,7:20:00,8:40:00,departure,19,
P2722,2722,732,3007,walk-rapid_bus-KNR,social,6:44:00,8:04:00,departure,19,
P2723,2723,732,3007,walk-rapid_bus-KNR,social,8:54:00,10:14:00,departure,19,
P2724,2724,732,3007,walk-rapid_bus-KNR,social,6:49:00,8:09:00,departure,19,
P2725,2725,732,3007,walk-rapid_bus-KNR,social,8:40:00,10:00:00,departure,19,
P2726,2726,732,3007,walk-rapid_bus-KNR,social,6:11:00,7:31:00,departure,19,
P2727,2727,732,3007,walk-rapid_bus-KNR,social,6:06:00,7:26:00,departure,19,
P2728,2728,732,3007,walk-rapid_bus-KNR,social,7:59:00,9:19:00,departure,19,
P2729,2729,732,3007,walk-rapid_bus-KNR,social,8:48:00,10:08:00,departure,19,
P2730,2730,732,3007,walk-rapid_bus-KNR,social,6:44:00,8:04:00,departure,19,
P2731,2731,732,3007,walk-rapid_bus-KNR,social,8:19:00,9:39:00,departure,19,
P2732,2732,732,3007,walk-rapid_bus-KNR,social,8:55:00,10:15:00,departure,19,
P2733,2733,732,3007,walk-rapid_bus-KNR,social,6:17:00,7:37:00,departure,19,
P2734,2734,732,3007,walk-rapid_bus-KNR,social,8:37:00,9:57:00,departure,19,
P2735,2735,732,3007,walk-rapid_bus-KNR,social,7:39:00,8:59:00,departure,19,
P2736,2736,732,3007,walk-rapid_bus-KNR,social,7:09:00,8:29:00,departure,19,
P2737,2737,732,3007,walk-rapid_bus-KNR,social,6:49:00,8:09:00,departure,19,
P2738,2738,732,3007,walk-rapid_bus-KNR,social,7:28:00,8:48:00,departure,19,
P2739,2739,732,3007,walk-rapid_bus-KNR,social,7:45:00,9:05:00,departure,19,
P2740,2740,732,3007,walk-rapid_bus-KNR,social,8:21:00,9:41:00,departure,19,
P2741,2741,732,3007,walk-rapid_bus-KNR,social,7:47:00,9:07:00,departure,19,
P2742,2742,732,3007,walk-rapid_bus-KNR,social,7:30:00,8:50:00,departure,19,
P2743,2743,732,3007,walk-rapid_bus-KNR,social,6:11:00,7:31:00,departure,19,
P2744,2744,732,3007,walk-rapid_bus-KNR,social,7:00:00,8:20:00,departure,19,
P2745,2745,732,3007,walk-rapid_bus-KNR,social,6:45:00,8:05:00,departure,19,
P2746,2746,732,3007,walk-rapid_bus-KNR,social,6:56:00,8:16:00,departure,19,
P2747,2747,732,3007,walk-rapid_bus-KNR,social,8:57:00,10:17:00,departure,19,
P2748,2748,732,3007,walk-rapid_bus-KNR,social,8:25:00,9:45:00,departure,19,
P2749,2749,732,3007,walk-rapid_bus-KNR,social,6:07:00,7:27:00,departure,19,
P2750,2750,732,3007,walk-rapid_bus-KNR,social,6:54:00,8:14:00,departure,19,
P2751,2751,732,3007,walk-rapid_bus-KNR,social,6:23:00,7:43:00,departure,19,
P2752,2752,732,3007,walk-rapid_bus-KNR,social,7:25:00,8:45:00,departure,19,
P2753,2753,732,3007,walk-rapid_bus-KNR,social,8:57:00,10:17:00,departure,19,
P2754,2754,732,3007,walk-rapid_bus-KNR,social,7:35:00,8:55:00,departure,19,
P2755,2755,732,3007,walk-rapid_bus-KNR,social,7:08:00,8:28:00,departure,19,
P2756,2756,732,3007,walk-rapid_bus-KNR,social,7:20:00,8:40:00,departure,19,
P2757,2757,732,3007,walk-rapid_bus-KNR,social,7:35:00,8:55:00,departure,19,
P2758,2758,732,3007,walk-rapid_bus-KNR,social,7:20:00,8:40:00,departure,19,
P2759,2759,732,3007,walk-rapid_bus-KNR,social,8:29:00,9:49:00,departure,19,
P2760,2760,732,3007,walk-rapid_bus-KNR,social,7:15:00,8:35:00,departure,19,
P2761,2761,732,3007,walk-rapid_bus-KNR,social,6:03:00,7:23:00,departure,19,
P2762,2762,732,3007,walk-rapid_bus-KNR,social,7:08:00,8:28:00,departure,19,
P2763,2763,732,3007,walk-rapid_bus-KNR,social,6:23:00,7:43:00,departure,19,
P2764,2764,732,3007,walk-rapid_bus-KNR,social,6:03:00,7:23:00,departure,19,
P2765,2765,732,3007,walk-rapid_bus-KNR,social,6:34:00,7:54:00,departure,19,
P2766,2766,732,3007,walk-rapid_bus-KNR,social,6:18:00,7:38:00,departure,19,
P2767,2767,732,3007,walk-rapid_bus-KNR,social,6:50:00,8:10:00,departure,19,
P2768,2768,732,3007,walk-rapid_bus-KNR,social,7:02:00,8:22:00,departure,19,
P2769,2769,732,3007,walk-rapid_bus-KNR,social,8:03:00,9:23:00,departure,19,
P2770,2770,732,3007,walk-rapid_bus-KNR,social,8:19:00,9:39:00,departure,19,
P2771,2771,732,3007,walk-rapid_bus-KNR,social,6:41:00,8:01:00,departure,19,
P2772,2772,732,3007,walk-rapid_bus-KNR,social,8:28:00,9:48:00,departure,19,
P2773,2773,732,3007,walk-rapid_bus-KNR,social,6:40:00,8:00:00,departure,19,
P2774,2774,732,3007,walk-rapid_bus-KNR,social,6:22:00,7:42:00,departure,19,
P2775,2775,732,3007,walk-rapid_bus-KNR,social,7:23:00,8:43:00,departure,19,
P2776,2776,732,3007,walk-rapid_bus-KNR,social,7:40:00,9:00:00,departure,19,
P2777,2777,732,3007,walk-rapid_bus-KNR,social,7:24:00,8:44:00,departure,19,
P2778,2778,732,3007,walk-rapid_bus-KNR,social,6:37:00,7:57:00,departure,19,
P2779,2779,732,3007,walk-rapid_bus-KNR,social,8:18:00,9:38:00,departure,19,
P2780,2780,732,3007,walk-rapid_bus-KNR,social,6:26:00,7:46:00,departure,19,
P2781,2781,732,3007,walk-rapid_bus-KNR,social,6:06:00,7:26:00,departure,19,
P2782,2782,732,3007,walk-rapid_bus-KNR,social,7:17:00,8:37:00,departure,19,
P2783,2783,732,3007,walk-rapid_bus-KNR,social,6:16:00,7:36:00,departure,19,
P2784,2784,732,3007,walk-rapid_bus-KNR,social,6:43:00,8:03:00,departure,19,
P2785,2785,732,3007,walk-rapid_bus-KNR,social,7:46:00,9:06:00,departure,19,
P2786,2786,732,3007,walk-rapid_bus-KNR,social,6:53:00,8:13:00,departure,19,
P2787,2787,732,3007,walk-rapid_bus-KNR,social,7:31:00,8:51:00,departure,19,
P2788,2788,732,3007,walk-rapid_bus-KNR,social,6:27:00,7:47:00,departure,19,
P2789,2789,732,3007,walk-rapid_bus-KNR,social,6:14:00,7:34:00,departure,19,
P2790,2790,732,3007,walk-rapid_bus-KNR,social,7:53:00,9:13:00,departure,19,
P2791,2791,732,3007,walk-rapid_bus-KNR,social,8:56:00,10:16:00,departure,19,
P2792,2792,732,3007,walk-rapid_bus-KNR,social,6:10:00,7:30:00,departure,19,
P2793,2793,732,3007,walk-rapid_bus-KNR,social,8:07:00,9:27:00,departure,19,
P2794,2794,732,3007,walk-rapid_bus-KNR,social,6:48:00,8:08:00,departure,19,
P2795,2795,732,3007,PNR-rapid_bus-walk,shopping,7:35:00,8:55:00,departure,17.5,
P2796,2796,732,3007,PNR-rapid_bus-walk,shopping,7:12:00,8:32:00,departure,17.5,
P2797,2797,732,3007,PNR-rapid_bus-walk,shopping,8:17:00,9:37:00,departure,17.5,
P2798,2798,732,3007,PNR-rapid_bus-walk,shopping,6:28:00,7:48:00,departure,17.5,
P2799,2799,732,3007,PNR-rapid_bus-walk,shopping,7:07:00,8:27:00,departure,17.5,
P2800,2800,732,3007,PNR-rapid_bus-walk,shopping,6:19:00,7:39:00,departure,17.5,
P2801,2801,732,3007,PNR-rapid_bus-walk,shopping,8:43:00,10:03:00,departure,17.5,
P2802,2802,732,3007,PNR-rapid_bus-walk,shopping,7:00:00,8:20:00,departure,17.5,
P2803,2803,732,3007,PNR-rapid_bus-walk,shopping,6:48:00,8:08:00,departure,17.5,
P2804,2804,732,3007,PNR-rapid_bus-walk,shopping,6:54:00,8:14:00,departure,17.5,
P2805,2805,732,3007,PNR-rapid_bus-walk,shopping,7:21:00,8:41:00,departure,17.5,
P2806,2806,732,3007,PNR-rapid_bus-walk,shopping,6:52:00,8:12:00,departure,17.5,
P2807,2807,732,3007,PNR-rapid_bus-walk,shopping,6:02:00,7:22:00,departure,17.5,
P2808,2808,732,3007,KNR-rapid_bus-PNR,visitor,8:16:00,9:36:00,departure,19,
P2809,2809,732,3007,KNR-rapid_bus-PNR,visitor,6:06:00,7:26:00,departure,19,
P2810,2810,732,3007,KNR-rapid_bus-PNR,visitor,6:44:00,8:04:00,departure,19,
P2811,2811,732,3007,KNR-rapid_bus-PNR,visitor,8:54:00,10:14:00,departure,19,
